Timestamp,Strategy Total Balance,Strategy Balance in P2P,Strategy Balance On Pool,Market P2P Supply,Market P2P Borrow,Market Pool Supply,Market Pool Borrow,Max P2P Supply
1664458071,0,0,0,992412354308583948524,992412354308583948523,2,5087772594760230183561,982991548231449201157
